sourceTaxonId	sourceTaxonName	interactionTypeId	InteractionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
	Nomascus gabriellae	RO:0002470	eats		Sphenodesma thorelli		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Baccaurea ramiflora		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Smecarpus reticulate		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Dracontomelon dao		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Mangifera cf. dongnaiensis		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Alphonsea gaudichadiana		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Uvaria cf. hamiltonii		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Uvaria cf. boniana		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Uvaria cf. javana		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Mitrephora thorelli		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Wilughbeia edulis		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Parabarium sp		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Melodinus yunnanensis		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Calamus flagellum		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Canarium album		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Ochrocarpus siamensis		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Stixis scandens		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Siphonodon celastrineus		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Parinari annamemsis		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Garcinia cowa		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Garcinia ferrea		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Garcinia oliveri		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Garcinia cf. delpyana		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Diospyros cf. sumatrana		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Beilschmiedia roxburghiana		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Strychnos dongnaiensis		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Grewia tomentosa		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Aglaia cf. hiernii		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Artocarpus lakoocha		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Ficus altissima		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Ficus dpressa		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Ficus kurzii		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Ficus sumatrana		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Ficus cf. costata		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Ficus subcordata		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Ficus superba		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Ficus cf. capillipes		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Artocarpus chaplasha		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Ficus racemosa		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Ficus cf. consociate		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Knema lenta		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Olax scandens		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Acampe papillosa		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Zizyphus oenoplia		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Carallia brachiata		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Rothmannia eucodon		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Caesaria sp.		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Nephelium hypoleucum 		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Xerospermum noronhianum		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Nomascus gabriellae	RO:0002470	eats		Sphenodesma thorelii		"Cat Tien National Park, Vietnam."				10.1002/ajp.22667	"Bach, T. Chen, J, Hoang, M, Beng, K, Nguyen, V. 2017. Feeding behavior and activity budget of the southern yellow-cheeked crested gibbons (Nomascus gabriellae) in a lowland tropical forest. American Journal of Primatology. 9999.e22667"
	Cynopterus sphinx	RO:0002470	eats		Atlantia monophylla		"Point Calimere Wildlife Sanctuary, South India"					"Balasubramanian, P. 1989a. Dispersal of wild lime Atlantia monophylla (L) CORR.SERR. (Rutaceae) seeds by Short-nosed fruit bat Cynopterus sphinx Vahl. in Point Calimere Wildlife Sanctuary, south India. Journal of the Bombay Natural History Society 86: 482.,"
	Elephas maximus	RO:0002470	eats		Acacia intsa		"Nilgiri Biosphere Reserve, India"				10.11609/JoTT.o2848.4893-7	"Baskaran, N & Desai, A. 2013. Frugivory and seed dispersal by the asian elephant Elephas maximus in the tropical forests of nilgiri biosphere reserve , southern india. Journal of Threatened Taxa. 5(14)"
	Elephas maximus	RO:0002470	eats		Artocarpus heterophyllus		"Nilgiri Biosphere Reserve, India"				10.11609/JoTT.o2848.4893-7	"Baskaran, N & Desai, A. 2013. Frugivory and seed dispersal by the asian elephant Elephas maximus in the tropical forests of nilgiri biosphere reserve , southern india. Journal of Threatened Taxa. 5(14)"
	Elephas maximus	RO:0002470	eats		Bauhinia racemosa		"Nilgiri Biosphere Reserve, India"				10.11609/JoTT.o2848.4893-7	"Baskaran, N & Desai, A. 2013. Frugivory and seed dispersal by the asian elephant Elephas maximus in the tropical forests of nilgiri biosphere reserve , southern india. Journal of Threatened Taxa. 5(14)"
	Elephas maximus	RO:0002470	eats		Grewia hirsuta		"Nilgiri Biosphere Reserve, India"				10.11609/JoTT.o2848.4893-7	"Baskaran, N & Desai, A. 2013. Frugivory and seed dispersal by the asian elephant Elephas maximus in the tropical forests of nilgiri biosphere reserve , southern india. Journal of Threatened Taxa. 5(14)"
